date,predicted_income,predicted_income_low,predicted_income_high,predicted_salary,predicted_salary_low,predicted_salary_high,predicted_marketing,predicted_marketing_low,predicted_marketing_high,predicted_infrastructure,predicted_infrastructure_low,predicted_infrastructure_high,predicted_tools,predicted_tools_low,predicted_tools_high,predicted_content,predicted_content_low,predicted_content_high,predicted_support,predicted_support_low,predicted_support_high,predicted_expense,predicted_expense_low,predicted_expense_high,predicted_net_profit,predicted_net_profit_low,predicted_net_profit_high,forecast_month
2026-07-01,1200.112214311653,952.3515409025287,1447.8728877207773,268.4685915722343,182.5586422691193,354.3785408753493,77.14285714285712,52.45714285714285,101.8285714285714,99.90839324326528,67.9377074054204,131.87907908111015,32.82857142857143,22.32342857142857,43.33371428571429,55.4419055896511,37.70049580096275,73.18331537833944,17.302664474349044,11.765811842557351,22.839517106140736,551.0929834509283,374.74322874663125,727.4427381552254,649.0192308607246,224.9088027473033,1073.129658974146,2026-07-01
2026-07-02,1158.1441244333084,919.0476759907781,1397.240572875839,354.904023429456,241.33473593203007,468.47331092688194,83.75510204081633,56.953469387755106,110.55673469387753,81.39168695075283,55.34634712651193,107.43702677499373,33.09958947246078,22.507720841273326,43.69145810364823,64.93357092593797,44.15482822963782,85.71231362223811,19.997371240658488,13.598212443647773,26.3965300376692,638.0813440600824,433.895313960856,842.2673741593086,520.062780373226,76.7803018314695,963.345258914983,2026-07-01
2026-07-03,1296.787155329389,1029.0681411895357,1564.5061694692424,263.09427101382005,178.90410428939762,347.2844377382425,90.934110787172,61.835195335276964,120.03302623906703,85.04214795812173,57.82866061152278,112.25563530472067,34.19384236294562,23.251812806803017,45.13587191908822,71.15828152382555,48.387631436201374,93.92893161144971,21.71143163271493,14.763773510246153,28.659089755183704,566.1340852785999,384.9711779894479,747.2969925677518,730.6530700507891,281.77114862178394,1179.5349914797946,2026-07-01
2026-07-04,1406.8821550466082,1116.4342569377163,1697.3300531555003,522.879786806817,355.55825502863553,690.2013185849985,98.72846314035817,67.13535493544356,130.32157134527276,68.34776618634996,46.476481006717975,90.21905136598194,37.12474313691239,25.244825333100426,49.004660940724364,94.16003640337838,64.0288247542973,124.29124805245945,18.429554344090494,12.532096953981537,24.32701173419945,839.6703500179065,570.9758380121763,1108.3648620236365,567.2118050287017,8.069394914079794,1126.354215143324,2026-07-01
2026-07-05,1591.9254274215846,1263.275730158646,1920.5751246845234,317.509473948069,215.9064422846869,419.1125056114511,92.87661712381747,63.15609964419588,122.59713460343905,90.49619923396592,61.537415479096836,119.45498298883501,40.30686397721917,27.408667504509037,53.20506044992931,50.92528508529093,34.629193857997834,67.22137631258401,20.00923043072682,13.60627669289424,26.4121841685594,612.1236697990894,416.2440954633808,808.0032441347979,979.8017576224952,455.27248602384805,1504.3310292211427,2026-07-01
2026-07-06,1197.3824621776732,950.1853404255436,1444.579583929803,365.2511312167632,248.37076922739897,482.13149320612746,98.14121422213121,66.73602567104923,129.54640277321317,74.24778174114941,50.488491583981606,98.00707189831721,43.76173803240938,29.757981862038378,57.76549420278039,68.31110965206284,46.45155456340274,90.17066474072294,21.724307324789123,14.772528980856604,28.67608566872164,671.4372821893053,456.5773518887275,886.2972124898828,525.945179988368,63.888127935660805,988.0022320410756,2026-07-01
2026-07-07,1451.5970036376582,1151.917817932331,1751.2761893429854,216.4906584649147,147.213647756142,285.7676691736874,97.21915042838863,66.10902229130427,128.32927856547298,42.16392109897034,28.671466347299834,55.65637585064084,42.712744149473046,29.044666021641667,56.380822277304425,88.58503897323524,60.23782650179997,116.93225144467051,23.586390809771046,16.038745750644313,31.134035868897776,510.757903924753,347.315374668832,674.2004331806739,940.8390997129052,477.71738475165705,1403.9608146741534,2026-07-01
2026-07-08,1430.1280016080077,1134.8810467698074,1725.3749564462082,275.96628946283886,187.65707683473042,364.2755020909473,117.58264413304637,79.95619801047154,155.2090902556212,61.877332433868126,42.076586055030326,81.67807881270592,38.9166936479993,26.463351680639523,51.37003561535908,99.54465969230493,67.69036859076736,131.3989507938425,25.608081450608562,17.413495386413825,33.8026675148033,619.4957008206661,421.257076558053,817.7343250832793,810.6323007873416,317.14672168652817,1304.1178798881551,2026-07-01
2026-07-09,1305.3860299088335,1035.891795976233,1574.8802638414343,295.84579922054957,201.17514346997368,390.5164549711254,108.9754422015932,74.10330069708338,143.847583706103,50.779480465964625,34.53004671685595,67.0289142150733,38.13812453211353,25.933924681837198,50.34232438238986,104.11158676769941,70.7958790020356,137.4272945333632,27.803059860660724,18.906080705249295,36.700039016072154,625.653493048581,425.44437527303506,825.862610824127,679.7325368602525,210.02918515210592,1149.4358885683992,2026-07-01
2026-07-10,1413.957600178166,1122.0489911211155,1705.866209235217,315.4808097374952,214.5269506214967,416.43466885349363,118.31619439030118,80.45501218540481,156.17737659519753,75.0932454578728,51.0634069113535,99.12308400439208,41.40710663486612,28.156832511708956,54.65738075802328,99.24405708074428,67.48595881490611,131.00215534658244,22.300464991574504,15.164316194270663,29.436613788878343,671.841878292854,456.85247723914074,886.8312793465673,742.1157218853122,235.2177117745482,1249.0137319960763,2026-07-01
